 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.100000001    
 lde =       0.949999988    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.500000000    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   860     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   865     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   870     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   875     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   880     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   885     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   890     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   895     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   900     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   905     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   910     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   915     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   920     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   925     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   930     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   935     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   940     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   945     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   950     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   955     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   960     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   965     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   970     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   975     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   980     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   985     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   990     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   995     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
  1000     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
