        50
         T
         F
      0.10
      1.00
      0.50
      0.50
         5
      0.30
   0.01000
        30
       300
     60000
      1000
     84563
      1000

  257  125      41    0  0.001816  0.011397  0.986787  0.000000  0.000000  0.000000
  107   67      31    0  0.129620  0.818833  0.051548  0.000000  0.000000  0.000000
  162  154      23   41  0.010853  0.972906  0.016240  0.000005  0.000019  0.999975
  124  251      22   41  0.079367  0.920147  0.000487  0.000005  0.000019  0.999975
  144  197      39   41  0.000521  0.974260  0.025219  0.000005  0.000019  0.999975
  292    3      41    0  0.008903  0.004378  0.986719  0.000000  0.000000  0.000000
   55  247      34    0  0.091950  0.904252  0.003798  0.000000  0.000000  0.000000
   24   23      18   41  0.093213  0.860244  0.046543  0.000005  0.000019  0.999975
   66  249      41    0  0.011677  0.002456  0.985866  0.000000  0.000000  0.000000
   86   22      23   41  0.134566  0.831805  0.033629  0.000005  0.000019  0.999975
  128   31      44   41  0.067861  0.930272  0.001867  0.000005  0.000019  0.999975
  126  161      23   41  0.073846  0.878482  0.047673  0.000005  0.000019  0.999975
  262   63      13   41  0.037727  0.948716  0.013557  0.000005  0.000019  0.999975
  223   56      41    0  0.004668  0.022843  0.972489  0.000000  0.000000  0.000000
   88  118      23   41  0.099723  0.889220  0.011057  0.000005  0.000019  0.999975
   18   69      23   41  0.026852  0.947371  0.025777  0.000005  0.000019  0.999975
  295   41      41    0  0.002884  0.018475  0.978641  0.000000  0.000000  0.000000
   83   21      44   41  0.040037  0.924164  0.035799  0.000005  0.000019  0.999975
  216   83      31   41  0.024824  0.974700  0.000476  0.000005  0.000019  0.999975
   68  263      11   41  0.079042  0.904604  0.016354  0.000005  0.000019  0.999975
  203   79      39    0  0.016074  0.940967  0.042959  0.000000  0.000000  0.000000
  120  270      39   41  0.064761  0.912158  0.023081  0.007048  0.006662  0.986289
  221   17      41    0  0.002096  0.003769  0.994134  0.000000  0.000000  0.000000
  100  199       7    0  0.072342  0.922566  0.005092  0.000000  0.000000  0.000000
  274   91      41    0  0.009447  0.019816  0.970737  0.000000  0.000000  0.000000
  216   20      44    0  0.073065  0.924138  0.002797  0.000000  0.000000  0.000000
  158   31      41    0  0.008169  0.023033  0.968798  0.000000  0.000000  0.000000
  213  220      41    0  0.010342  0.016772  0.972886  0.000000  0.000000  0.000000
   96  164      36    0  0.008642  0.953235  0.038123  0.000000  0.000000  0.000000
